CompanyId,Text
75188112,"Provoz autoškoly s nabídkou výcviku skupin AM, A1, A, B a T."
2299844,"Zpracování účetnictví, daňové poradenství"
25045580,"Prodej polyesterových pryskyřic, vinylesterů, skelných rohoží a tkanin. Nabízíme materiály pro výrobu kompozitních dílů."
15416577,"Nabídka pojištění majetku občanů, podnikatelů a motorových vozidel."
49998854,"Ubytovací služby. K dispozici zahrada, parkovací místo."
3639266,Ubytovací služby.
60307340,"Nabízené činnosti: Zpracování všech podkladů pro žádosti o dotace z EU i národních zdrojů včetně příloh (CBA, FS, Investiční záměr atd.); Projekční činnost (vodní hospodářství); TDI, Výběrová řízení; Zpracování strategických dokumentů (KPSS, SRP území)."
62809491,Nabízím služby v oblasti truhlářství a podlahářství.
377961,První písemná zpráva pochází z roku 1307. Obec se nachází v nadmořské výšce 467 metrů.
5390354,"Provádíme tryskání a mobilní tryskání po celé ČR - kovu, betonu, dřeva, zdiva, plechu, nátěry, lakování a matalizaci velkých i malých kovových konstrukcí, schodišť, zábrádlí, autodílů, skeletů veteránů, výfuků. Bourací práce s pneumatickým kladivem."
48428230,Pořádání bohoslužeb a duchovních setkání.
26231565,"Zabýváme se návrhem a tiskem billboardů, bannerů i bigboardů. Nabízíme umístění reklamních plachet na objektech. Dále provozujeme velkoplošné obrazovky. Provádíme umístění plachet na fasády domu. Zpracováváme reklamní kampaně i reklamu dlouhodobou, navigační a směrové systémy."
75855798,Truhlářská výroba nábytku včetně montáží a demontáží.
2885794,Nabídka realitních služeb.
5650682,Provoz kavárny.
7011202,Zvýším váš vliv a propojím vás se zákazníky díky promyšlenému a originálnímu webu. Vytvářím weby s rozmyslem. Moderní a připravené pro vaše marketingové aktivity.
7354096,"Nabízíme mobilní pískování i pískování různých dílů od karosérií veteránů až po drobné díly u nás na dílně. Dále nabízíme čištění cihel sklepů či fasád, odstraňování nátěrů, odstraňování nátěrů a koroze ze železných a ocelových konstrukcí, přípravu podkladu pro aplikaci nátěrových systémů a stěrek."
71409297,"Tvorba webových stránek, tvorba eshopu, SEO optimalizace webových stránek, PPC kampaně Ads, Sklik, Facebook Ads, firemní loga, vizitky, copywriting, školení WordPress, správa a úpravy www stránek."
46922784,"Internetový prodej počítačových sestav, notebooků, elektroniky a příslušenství. Nabídka serverů, monitorů, komponent, tiskáren, síťových prvků, přepěťových ochran, softwaru a PC her, médií, obalů, kancelářské, foto a video techniky, spotřební elektroniky, pokladních systémů či herních konzolí."
5960258,UČEDNICTVÍM K DUCHOVNÍ MULTIPLIKACI
88868532,Zajišťujeme veškeré pohřební služby včetně převozu zesnulých. Po dohodě nabízíme možnost sepsání pohřbu i mimo pracovní dobu nebo u klienta doma. Zprostředkujeme církevní obřady v kostelech i rozloučení ve smutečních síních. Realizujeme tisk smutečního oznámení a květinovou výzdobu.
44070519,Specializovaná stavební činnost. Velkoobchod s motorovými vozidly.
12349615,Provádění projektových prací v oboru dopravních staveb se zaměřením na nekolejovou dopravu.
28384971,"Zabýváme se prodejem oblečení z Paříže, Londýna a Milána."
12162990,"Provádím veškeré malířské a natěračské práce. Nabízím oškrabání starých nátěrů, stěrkování, broušení. Připravuji povrchy zdí a stropů, strhávám staré tapety, vyrovnávám nerovnosti zdí."
86839616,Prodej palivového dřeva.
64424642,"Servis, montáž a revize plynových zařízení. Nabídka instalatérských, topenářských a plynařských prací. Dodávky i montáž kotlů a krbů na pevná paliva."
2407752,"Poskytování služeb v oblasti občanského, insolvenčního, trestního a rodinného práva."
67528627,Provozujeme retro hospodu.
4128168,"Toto je Dux - profi dog service - psí hotel, výcvik psů, elektronický obojek, stříhání psů, bezpečnostní služba"
49023012,Prodej dřevoobráběcích strojů a ošetření dřevoobráběcích nástrojů a pilových kotoučů na plast a lehké kovy.
24165948,"Zabýváme se prodejem, montážemi i servisem sprchových koutů, van, vanových zástěn, hydromasážních i parních boxů a kotlů. Nabízíme ohřívače vody, topení a WC předstěnové systémy. Najdete u nás také čisticí prostředky a koupelnový nábytek."
73278904,Provozujeme motorest s nabídkou jídel a nápojů. K dispozici je venkovní posezení a dětské hřiště.
87940418,"Provádíme montáže, opravy a revize elektrických zařízení. Montujeme hromosvody."
22607820,Provozujeme tenisové centrum v Drnovicích. Pořádáme tenisové turnaje.
71409696,"Nabízím kosmetické služby a vizážistiku. Provádím vyhlazování vějířkovitých vrásek, mlazení a zpevnění kolagenních vláken pleti obličeje, krku, dekoltu či prsou, čistící kůry, odličování očí, relaxační masáže a ošetření laserem LASOCARE."
18907610,Provádím geodetické práce.
635456,"První písemná zpráva pochází z roku 1250. Obec se nachází v nadmořské výšce 250 metrů. Na území žije 1235 obyvatel. Poskytování služeb Czech POINTu. K dispozici je areál přírodního koupaliště, kulturní dům, sportovní areál a jiné. V obci naleznete Kostel sv. Hedviky a další."
25360078,"Realizujeme stavby včetně rekonstrukcí, udržovacích prací a demolic. Provádíme monolitické konstrukce i průmyslové či občanské výstavby. Nabízíme inženýrské a investiční činnosti. Zabýváme se projektovou činností ve výstavbě."
49036718,Provozování antikvariátu.
25734768,Distribuce diagnostických souprav a laboratorních přístrojů.
40233448,"Projekty a dodávky rodinných domů,dodávky a montáže sádrokartonových a protipožárních konstrukcí,podhledů kazetových,akustických a ostatních montovaných. Inženýrská činnost v oblasti Liberecka."
66241910,"Poskytování služeb advokátní kanceláře v oblasti trestního práva. Nabízím zastupování klientů v řízení před soudy a úřady a právní poradenství. Právní služby poskytuji v českém, německém a ruském jazyce."
44993196,Ordinace ženského lékaře.
26586762,Provozujeme kuželkářský klub. Možnost pořádání oslav a pronájmu kuželny.
9955445,"Jsme burgerové bistro, které klade důraz na kvalitu. Používáme BIO hovězí maso z rodinné farmy Rudimov v CHKO Bílé Karpaty. Co lze vyrobit, si sami vyrobíme a díky tomu máme naprostou kontrolu nad kvalitou a víme, co vám servírujeme. Víme, co děláme. Můžete se o tom přijít sami přesvědčit."
26876621,"Provozujeme restauraci a pizzerii s nabídkou tradiční české kuchyně, pizzy, alkoholických i nealkoholických nápojů. K dispozici je Wifi připojení, salonek, venkovní zahrádka či nekuřácký prostor. Pořádáme rauty. Najdete u nás i music club a nonstop hernu."
76479871,"Nabízíme velkoobchodní prodej stuh, manžet, floristických potřeb a sušených rostlin."
3545849,"Zajišťujeme výuku jazyků (angličtina, němčina, španělština, ruština, italština, čeština pro cizince), výuku firemní, dětské kurzy, individuální, pro univerzity i veřejnost. Příprava na mezinárodní zkoušky. Nabízíme překlady z/do všech světových jazyků, soudní překlady, korektury textů a tlumočení."
75830426,Zajišťujeme montáže stabilního hasicího zařízení včetně revizí.
26388081,"Statické posudky dřevěných, ocelových a zděných konstrukcí. Revize ocelových konstrukcí dle ČSN 73 2604. Vypracování dokumentace ocelových konstrukcí."
2594790,"Provoz PR agentury. Nabídka služeb v oblastech media relations, korporátní komunikace, strategie a plánování, krizová komunikace, reputation management, interní a produktová komunikace."
71233865,Provoz ordinace praktické lékařky pro dospělé.
25915720,"Pořádáme rekvalifikační i vzdělávací kurzy. Podporujeme další vzdělávání a zvyšování kvalifikace, pomáháme při uplatnění na trhu práce. Poskytujeme obecně prospěšné služby jako jsou semináře, školení, přednášky, profesní poradenství a psychickou podporu."
47756632,Solné lampy pro zdraví
16627041,"Naše firma vám zajistí sklenářské práce – zrcadla, tvrzené i opracované sklo. Nabízíme velký výběr rámů, paspartování – pasparty látkové i papírové, prodejní galerie, laminování, napínání pláten."
64056481,"Zaměřujeme se na kompletní sortiment hudebních nástrojů, ozvučovací techniky a příslušenství. Nabídka ozvučovacích systémů pro diskotéky, bezdrátové mikrofony. Zajišťujeme klávesové, smyčcové, dechové a bicí nástroje. Zajišťujeme kytary, mandolíny, ukulele, komba, struny a stojany."
22731610,Provozujeme centrum pro rodiny s dětmi. Nabízíme tvořivou dílnu a kurzy keramiky pro děti i dospělé.
17176841,"Provoz restaurace ve sportovním centru s výhledem na ledovou plochu. Nabízíme polévky, pizzu, speciality, dezerty, výbornou kávu. Živé přenosy sportovních utkání."
27031811,Provoz muškařského rybářského klubu. Hlavním cílem klubu je rozvíjení znalostí v celé oblasti muškaření a zároveň zvyšování odborné a etické úrovně svých členů.
26995921,"Prodej krmiv pro koně zn. Pegus, dovoz z Rakouska. Nabízíme ustájení koní a výuku ježdění. Pořádáme závody, tréninky, soustředění či společenské akce a vedeme jezdecký oddíl. Podkovářské práce, strouhání a podkování."
49645731,"Poskytujeme masáže v útulném prostředí s příjemnou relaxační hudbou, aroma vůněmi pro uvolnění těla a mysli. Oleje a preparáty jsou na přírodní bázi."
44488688,"Naše dřevovýroba provádí soustružení dřeva. Vyrábíme dřevěné výrobky, sloupky, dřevěné schody, stolové a židlové nohy, kuželky a provádíme zakázkovou výrobu. Dodáváme kování, zámky, ocelové štítky, kazetové a mosazné kování, panty, mince a medaile. Zabýváme se sušením řeziva."
67488200,Nabízíme kompletní vedení účetnictví nebo daňovou evidenci pro podnikatele a firmy. Vedení účetnictví a daňová evidence Hradec Králové.
10577319,"Nabízíme ubytování na chatě u řeky Moravy. V okolí možnost rybaření, koupání, vyjíždky na lodi nebo jízdy na ponících."
44929919,Provádím opravy a servis elektromotorů do 22 kW a čerpadel.
22606114,Provoz centra volného času.
25572351,"Naším produktem je BEP Much Better Fuel - víceúčelové palivové aditivum poslední generace s high-tech složením. Je navrženo tak, aby zajistilo efektivnější spalování a to především díky speciálnímu složení, které zajišťuje ve spalovacích komorách dokonalé prohoření a zlepšené využití paliva. Díky svému unikátnímu složení snižuje emise vašeho motoru v rozmezí od 30 – 95%. Nezáleží přitom na tom, zdali tankujete benzín, naftu nebo LPG."
25803905,Provozuji notářkou kancelář. Poskytuji služby Czech pointu.
11166207,Nabízím služby v oblasti kovářství a podkovářství. Provádím klasické a ortopedické podkování koní. Vyrábím ortopedické podkovy. Nabízím odborný výcvik v oboru kovář a podkovář. Zhotovuji i krbové nářadí a okrasné předměty.
46132406,"Výkopy pásovým minirypadlem do hloubky 2,18 M, výkopy přípojek a vedení vody, elektro, plyn, kanalizace. Výkopy pro základové pásy, terénní úpravy...."
4665104,"Vytváříme audiovizuální obsah a zajišťujeme kompletní produkci při natáčení filmů, seriálů či propagačních videí. Umíme organizovat eventy i další specifické akce."
66818419,"Předávací akumulační stanice tepla je dokonalá, tepelně izolovaná nádrž na otopnou vodu, která může být vybavena až čtyřmi vestavěnými výměníky tepla na oddělené okruhy solární systém, tepelné čerpadlo, kamna na tuhá paliva, kotle na plyn atd."
26636247,Provozujeme školu čínského kung-fu. Výuka taiwanské větve jihočínského stylu Hong Jia Quan. Kurzy vedeme pro děti i dospělé.
28500091,"Zajišťujeme reklamní a inzertní činnost, marketing a mediální zastoupení, polygrafickou výrobu, grafické návrhy, knihařské a kopírovací práce, vydavatelskou činnost. Zorganizujeme a připravíme oslavy, večírky, veletrhy, konference, apod."
26957612,"Poskytujeme stomatologickou péči. Specializujeme se na implantologii, parodontologii, stomatochirurgii a ortodoncii. Provádíme chirurgické extrakce, transplantace kosti, augmentace, extirpace cyst a další. Ošetřujeme benigní a maligní nádory. Zaměřujeme se také na estetickou stomatologii."
26308011,"Naše společnost je předním výrobcem obuvnických komponentů především pro německý a rakouský trh, avšak spokojených zákazníků máme hodně i v ostatních evropských zemích, Česku a Slovensko samozřejmě nevyjímaje."
75013185,"Organizace sdružuje osoby se zdravotním postižením, zejména tělesným. Hájí potřeby a zájmy OZP a seniorů. Nabízíme odborné sociální poradenství. Zajišťujeme plavání, cvičení a rehabilitační pobyty pro zdravotně postižené. Prodáváme Euroklíče."
2624940,"Koučování, supervize a psychoterapeutické konzultace zaměřené na hledání řešení. Vzdělávání v oblasti sociálních služeb a školství. Konzultace, poradenství. Důvěrně, efektivně a s ohledem na Vaše potřeby. Konzultace přes Zoom apod."
45798061,"Prodej ojetých vozů BMW. Široká nabídka vozů ihned k odběru online. Nabídka finančního servisu a leasingu, nákupu na protiúčet, pojištění a přihlášení vozidel včetně testovacích jízd."
18748945,"Prodej, návrhy a montáže žaluzií venkovních a interiérových. Nabídka rolet a markýz. Dodávky sítí proti hmyzu a rolet do střešních oken."
69272590,"Hlavní činností firmy je prodej paliv. Ostatní činnosti jsou doplňkové v rámci poskytování služeb. Veškerá paliva skladujeme ve velkokapacitní hale, což má velký vliv na kvalitu dodávaných paliv."
87761068,"Provádíme kompletní úklidové práce ve firmách, domácnostech i bytových domech."
25095854,"Nabízíme stavební práce: Celkové rekonstrukce budov, půdní vestavby, generální opravy střech, opravy a rekonstrukce fasád, stavební řemesla, štukatérské práce, projednání projektové dokumentace při stavebním řízení k získání stavebního povolení, nabídkové rozpočty.Za dobu svého působení získala společnost velké odborné zkušenosti a znalosti, které se staly důvodem trvalé spolupráce s městskými částmi Prahy, mimopražskými investory i soukromými subjekty. Výjimkou nejsou ani opravy a rekonstrukce národních kulturních památek, historických objektů nebo sakrálních budov."
14228173,"Útulný masážní salon v historickém centru města. V nabídce najdete zdravotní masáž, ruční lymfatickou masáž, segmenatov reflexní masáž, Havajská masáž(LOMI-LOMI), masáž lávovými kameny, Kineziotaping. Těším se na Vás."
18967132,Nabídka ubytování v zařízených apartmánech pro 4 a 7 osob.
4328175,"Pokládamé,nivelujeme,soklujeme,renovujeme,čis tíme,prodávame - ,PVC podlahy,plovoucí podlahy,marmoleum,koberce,renovace podlahy,korkové podlahy,vinylové podlahy,lité podlahy- Arturo... Zdarma zaměříme..."
29219710,"Internetový prodej hraček. Nabízíme dřevěné i hudební hračky, panenky včetně doplňků, maňásky na prsty či ruce a velké i malé modely aut. Zabýváme se prodejem chrastítek, tahacích hraček, skládaček či aktivních dek a podložek pro nejmenší."
4520505,Zabýváme se exportem mikrovlnných spojů ALCOMA do zahraničí.
1774107,Provoz restaurace a pizzerie. Nabídka teplých i studených jídel a alkoholických i nealkoholických nápojů. K dispozici je zahrádka. Možnost pořádání firemních a svatebních oslav.
48758451,"Zabývám se výrobou, renovací i prodejem polštářů, přikrývek či spacáků z vlny a dutého vlákna."
43750931,"Poskytuji advokátní služby v oblasti obchodního, správního, občanského, rodinného a pracovního práva."
60460962,Provozujeme divadelní soubor.
68621710,Firmy thajskelampiony.cz se sídlem v Brně se zabývá dovozem thajských létajících lampionů štěstí. Soustředíme se hlavně na velkoobchod a prodej firmám pro jejich firemní akce a svatebním a reklamní agenturám pro akce jejich klientů.
72363754,Provádím montáže sádrokartonu.
28855680,"Zubní ordinace ZAPA Trutnov. Poskytujeme moderní péči, komfortní ošetření a individuální přístup."
29297435,"Poskytujeme návrh a posouzení zařízení, potrubních tras a celých výrobních jednotek se zaměřením na oblast chemie, petrochemie a energetiky. Nabízíme pevnostní či tepelně-hydraulické výpočty, konstrukční činnost a troubleshoting."
15751520,Provozování osobní taxislužby. K dispozici je 20 vozů střední a vyšší třídy. Možnost využití lumizinservisu a kurýrní služby.
25287125,"Nabídka občanských, bytových a průmyslových staveb, elektroinstalačních a zemních prací. Zajištění projektové dokumentace. Provádíme inženýrskou činnost, stavební rozpočty, dozorování staveb. Zajišťujeme kolaudační rozhodnutí. Realizujme novostavby, rekonstrukce, odstraňování staveb a další."
4969545,"Sváření nerezové a konstrukční oceli. Vyrábíme zábradlí, ploty, mříže, schody, brány otočné i posuvné, vrata, přístřešky, vazníky, veškeré konstrukce a jednotlivé komponenty. Barevné odstíny můžete vybírat z celé řady vzorníku RAL a to s pozinkovanou úpravou či bez ní. Kusová a malosériová výroba."
76085651,Cestovní agentura nabízející pobytové zájezdy do zahraničí.
10387625,"Výroba a montáž eurooken,plastových oken a dveří"
9292331,"Nabízíme zámečnické práce. Z černého i z nerezu. Výroba konstrukcí, zábradlí, schodišť, závěsných balkonů na bytové domy, pergol, přístřešků a zahradních plotů a branek."
44992581,Sdružování občanů hlásících se k moravské národnosti a usilujících o obnovu národní identity Moravy.
72863170,"Nabízíme prodej uhlí, štěrků, kačírku, písku, krbového dřeva, dřeva na zátop, mulčovací kůry."
64788300,"Prodej květového, smíšeného a medovicového (lesního) medu."
5603781,"Zabýváme se digitálním tiskem plakátů, letáků, vizitek, kalendářů aj. Provozujeme vlastní ateliér s možností reklamní, produktové i portrétní fotografie. ZajišŤujeme prodej kancelářských potřeb hlavně papírů do tiskáren."
28389662,"Realizace ocelových krovů, kompletních střech a dalších stavebních činností."
3197832,Provádíme ekologické ruční mytí a čištění interiérů i exteriérů osobních vozů.
29378532,"Vyrábíme především atypický nábytek a interiéry na míru. Provádíme návrhy interiérů včetně vizualizací, architektonické studie interiérů, jednotlivou výrobu i generální dodávky interiérů a exteriérových prvků na klíč, montáž výrobků. Dodáváme vybavení domů, pracoven, kanceláří, restaurací a hotelů."
5418666,"Nabízíme pizzu, těstoviny, polévky, saláty, kávu, vína a italské pochutiny jako ušlechtilé sýry, uzeniny a další. K dispozici je zahrádka a salonek. Možnost připojení k WiFi a parkování."
47457490,"On-line prodej vysokotlaké techniky. Prodáváme vysokotlaké myčky benzínové, naftové i elektrické."
75579235,"Zajišťujeme kompletní služby týkající se financí. Provádíme evidenci daňových výdajů, výpočet daní a pojištění, zpracování výplatních pásek a jiné. Poskytujeme zápisy do peněžního deníku, evidenci pohledávek, závazků a DPH, vedení skladových záznamů, poradenství při pojistných událostech a další."
5149681,"Nabízím fotografické služby, zejména fotografování portrétů, dětí a rodin. Fotografování v Olomouckém kraji."
62579860,Stavební činnost.
65039505,Provozujeme restauraci s možností využití bowlingové dráhy.
28851552,"Poskytujeme zdravotnickou péči spočívající v zajištění bezbolestného provedení diagnostického nebo léčebného zákroku ambulantní formou. Provádíme celkovou anestézii, analgosedaci a anesteziologický dohled. K dispozici máme mobilní technický i personální vybavení."
8177341,"Netradiční prodejní koncept se starožitným a vintage zbožím. Pořídíte u nás nejen hodiny či hodinky, ale i řadu dalších zajímavostí. Na své si přijdou všichni, kteří mají rádi to, co se točí kolem času."
73824097,Internetový obchod se specializací na prodej iPadů a tabletů různých značek.
60253011,Sdružování farností v oblasti Hradce Králové.
4553381,"Poskytujeme komplexní služby v oboru psychologie. Zaměřuje se na specializované služby v oblasti psychologické diagnostiky, poradenství a psychoterapie, rozvojové aktivity. Dále se zabýváme problematikou psychodiagnostiky a školení ve specializovaných oblastech."
63496011,Provádění oprav osobních motorových vozidel a nákladních vozů.
1630211,"Zabývám se výrobou a montáží altánů, pergol, garážových stání, zastřešení vchodů, teras a dalších."
60953349,"Zajišťujeme vnitrostátní nákladní dopravu provozovanou vozidly nebo jízdními soupravami o hmotnosti přesahující 3,5 tuny."
65902271,Výroba součástek pro hutnický a strojírenský průmysl.
27240533,"Příprava veletržních expozic, výstavních stánků v tuzemsku a zahraničí. Komplexní výstavářský servis, včetně zajištění cateringu a hostesek."
28742800,"Poskytujeme služby v oblasti průmyslové filtrace kapalin, svařovaných konstrukcí a CNC obrábění. Vyrábíme průmyslové filtry různých druhů a velikostí (rukávcové filtry, filtry s vinutou vložkou, samočistící filtry, potrubní síta, filtrační elementy), realizujeme ocelové a nerezové konstrukce, zajišťujeme obloukové svařování, obrábění a vrtání. Navrhujeme a vyrábíme filtry na míru. Kontaktujte nás!"
5001731,"Jsme společnost provádějící přestavby obytných vozů. Specializujeme se hlavně na vozy Volkswagen Transporter ve stylu California. Vyhledáváme vozidla v perfektním stavu a přeměňujeme je na krásné, pohodlné a cenově výhodné domovy na kolech. Vyrabíme vozy pro německé, švýcarské či belgické partnery."
72333791,"Montáže, opravy, prodej, zkoušky a revize elektrických zařízení."
72977264,Prodej a správa lékařského informačního systému.
66685249,"Naše společnost TORAKA se již 15 let zabývá velkoobchodním a maloobchodním prodejem elektroinstalačního materiálu.V naší široké nabídce najdete: svítidla, světelné zdroje, rozvaděče, elektromateriály nn, el. přístroje, kabely, vodiče, hromosvody a ostatní. Jsme komplexní společnost, která disponuje velkou skladovou zásobou, v našem sortimentu je cca 20 000 položek."
26461439,"Provádíme tvorbu portálů, správu podnikových informačních systémů či dodávky telekomunikační infrastruktury. Poskytujeme software a poradenství v oblasti hardware a software."
45436924,"Nabízíme prodej, pronájem a výkup bytů, rodinných domů, pozemků, historických objektů i komerčních nemovitostí. Zajišťujeme odhad tržní ceny, inzerci, financování, pojištění i kompletní právní servis. Zprostředkujeme řešení exekucí i zástav či úschovu peněz a daně z převodu nemovitostí."
73249947,"Nabídka architektonických služeb a interiérového designu. Zabýváme se navrhováním a projektováním všech typů pozemních staveb. Jsme autoři urbanistických koncepcí obytných souborů. Navrhujeme interiéry, interiérovou grafiku. Projektujeme rekonstrukce."
9169172,On-line prodej příslušenství k mobilním telefonům.
62239597,"Máme hustou síť poboček po celé ČR, která umožňuje využití služeb naší čistírny peří i ve Vašem okolí. Pobočky fungují jako sběrná a výdejní místa, která navštěvujeme v pravidelných časových intervalech. V čistírne peří disponujeme v pravidelných časových intervalech. V čistírně peří disponujeme několika technologiemi, abychom mohli zvolit vždy ten nejvhodnější způsob, jak peří vyčistit. Díky tomu Vám nabízíme nejvyšší standard péče o péřové přikrývky a polštáře. Zkušené pracovnice pečlivě posoudí, který způsob čištění bude nejvhodnější právě pro Vaši zakázku."
60349921,"Poskytování poradenství v oblasti financování bydlení, stavebního spoření a pojištění. Nabídka hypotečních úvěrů, úvěrů ze stavebního spoření, pojištění nemovitostí a aut, životní pojištění, spoření."
10050060,"Naše stavební firma realizuje novostavby, rodinné domy, přístavby a bytová jádra. Provádíme výkopové práce, betonování, vyzdívání, sádrokartonářské práce, omítky, obklady, dlažby, izolace i zateplování. Zajišťujeme také klempířské, truhlářské a pokrývačské práce."
71465197,"Nabízím služby v oblasti práva občanského, pracovního, rodinného, obchodního, zastoupení před soudy. Zprostředkuji právní služby v USA, vyřídím dědictví v USA, sepisuji a reviduji listiny v angličtině. Převody nemovitostí, věcná břemena, rozvody manželství, obchodní společnosti. Služby i on-line."
4582179,Internetový prodej vlastní limitované kolekce ručně potištěného oblečení a bytového textilu s vlastními náměty.
431249,"Nabízíme semináře a kurzy z oblasti účetnictví, daní, pracovního práva a dalších oblastí."
66384109,Provozujeme vinárnu s nabídkou teplé i studené kuchyně s kapacitou 35 míst.
2157250,"Oficiální distributor kvalitních rybářských potřeb ruské značky Volžanka (Volzhanka) pro Českou Republiku. V nabídce jsou rybářské pruty, navijáky, vlasce, šňůry a vrtáky na led. Rybářský sortiment Volžanka se v ČR neustále rozrůstá."
76214885,"Provozujeme e-shop s nehtovou kosmetikou. Nabízíme gelový systém UV, Eco UV, French UV a barevné gely, sady, odsávačky, UV lampy a brusky. Najdete u nás laky, pilníky, zdobící nálepky, razítka, kleště, nůžky na kůži, pinzety, nábytek pro pedikúru či štětce. Prodáváme kosmetiku Batavan."
60654091,"Nabídka dovolené v apartmánu ve venkovském stavení s vlastním vchodem. Na dvoře je k dispozici dětská houpačka, zahradní nábytek a venkovní gril. Apartmán je vybaven televizí, gaučem, kuchyňským koutem, chladničkou a veškerým nádobím. V objektu je bezdrátové připojení k internetu."
72463481,"Nabízíme opravy, montáže a demontáže tvářecích strojů a strojního zařízení. Provádíme svařování ocelových konstrukcí, modernizace a přestavby strojů včetně elektroinstalace, preventivní prohlídky technického stavu stroje včetně vystavení protokolu."
4400682,"Nabízíme tvorbu webových stránek, grafické práce a tiskařské služby. Poskytujeme také focení produktů, prostorů nebo akcí. Zaměřujeme se na firemní databáze a intranet. S každým řešíme jeho požadavky individuálně. Mezi naše služby také patří on-line marketing."
7418272,"Nabízíme daňové poradenství, vyřízení dotaci, vedení účetnictví, zpracování a poradenství v oblastí mezd a personalistiku, vše pro právnické a fyzické subjekty v kancelářích v Brně a Praze."
43839835,Nabídka architektonických služeb a projektování staveb. Zabýváme se urbanismem.
74527231,Internetový prodej designových tapet a samolepek na zdi.
65226194,"Kancelářské zdravotní židle Spinalis Vás zbaví bolesti zad při sezení. Židle se odlišují od ostatních tím, že mají sedadlo, které se pohybuje všemi směry, umožňují aktivní sezení. Můžete si vyzkoušet židle v naší vzorkové prodejně."
70802718,"Czech chapter of IFMA. Czech chapter was first IFMA chapter in Central and Eastern Europe, established in 2000. Main activities are intended to FM education, presentation of branch in Czech public broadcasting and newspapers, FM standards propagation, activities for members. IFMA CZ has now little bit more than 100 members, Main activity is international conference and following actions in Week of FM in duration of 1 week, annualy at the 1st week of November. Sídlo Vinohradská 1899/112 13000 Praha 3"
64434150,"Nabízím pozáruční servis všech druhů oken a dveří, sítí a žaluzií. Provádíme zednické práce a vše kolem oprav domů a bytů."
68740255,Nabídka výuky a výcviku žadatelů o řidičské oprávnění a kondičních jízd. Školení řidičů skupiny B.
18224253,"Nabízíme kartonové a plastové karty včetně personalizace, ofsetový tisk, potisk reklamních předmětů a polygrafické služby. Dodáme stírací losy, samolepicí bločky a etikety, obálky včetně potisku, formuláře, tiskopisy, různé polygrafické zboží. Zajisíme sítotisk a flexotisk."
66495784,"Hledáte vhodného praktického lékaře pro dospělé? Navštivte naši ordinaci!Nabízíme Vám léčebnou, preventivní i závodní péči praktické lékařky. Provádíme veškerá očkování, EKG, rehabilitace. V naší ambulanci provádíme také předoperační vyšetření před výkony jak v místní (lokální), tak i celkové anestezii .Ordinace je umístěna v budově zdravotního střediska - zde k dispozici též ordinace zubního lékaře a lékárna. Možnost objednávání pacientů denně.Smluvní pojišťovny:• 111 Všeobecná zdravotní pojišťovna• 201 Vojenská zdravotní pojišťovna• 205 Česká průmyslová zdravotní pojišťovna• 207 Oborová ZP zam."
17979811,"Mým cílem je spokojenost všech mých klientů, proto se snažím každému maximálně vyjít vstříc a poskytnout kvalitní služby v oblasti nemovitostí."
26202808,Provoz kotelen a předávacích stanic o výkonu od 20 do 2000 kW. Zajišťujeme veškerý servis a poradenství. Zabýváme se výrobou tepla a rozváděním tepla do domácností.
2302691,Návrh a tvorba svatebních kytic a dekorací. Provádím dárkové kytice a sezónní dekorace.
72168498,"Nabízíme kompletní úklid domácností a komerčních prostor, stavební a kolaudační úklidy, úklidy po malování, jednorázové a pravidelné úklidy. Dále provádíme suché, mokré a parní čištění koberců, matrací a čalounění, parní čištění oken, radiátorů, obkladů, dlažeb a sociálních zařízení."
13550489,Zabýváme se prodejem a servisem motocyklů a skútrů.
71735666,"Poskytování právního poradenství v oblasti občanského, obchodního, správního, trestního práva a práva zadávání veřejných zakázek."
86918010,"V našem nově otevřeném butiku nabízíme luxusní oblečení italské značky Rinascimento, RAW kosmetiku Antonia Burrell a kvalitní náramky ELE PELE. Zboží si můžete objednat i na eshopu."
47283432,Výstavba rodinných domů a dřevostaveb. Nabídka rekonstrukcí i stavebních prací.
24131059,"Na břehu moře stojí přístav, na kraji Rígráčů - Café Švihanka. Obojí má stejné poslání. Zklidnit poutníka, naplnit ho novou energií a vírou v další cestu. Malý prostor, na kterém se v budoucnu odehraje mnoho dobrého - unikátní kavárna na Vinohradech."
47792116,"Mezinárodní výchovné hnutí pro mládež a děti od 6 let organizuje schůzky, výpravy, akce a tábory. Základním posláním je podporovat rozvoj osobnosti mladých lidí, jejich duchovní, mravní, intelektuální, sociální a tělesné schopnosti."
27402371,"Specializujeme se na ubytování v penzionu kategorie **superior s kapacitu 26 osob v historické budově v centru města. Nabízíme čtyři apartmány vybavené koupelnou, vlastní pračkou a kuchyňským koutem. K dispozici jsou pivní lázně."
27345246,Lukáš „Ponďa“ Pondělíček
76651916,"Provozujeme hotel pro psy, kočky a jiná zvířata."
7569424,"Pomůžeme vám s organizací oslavy. Zabýváme se organizováním oslav pro děti, rodinných a narozeninových oslav i jiných událostí. Postaráme se o prostory, program, dekorace, zábavu, občerstvení a samozřejmě o úklid. Plánování jakékoli oslavy má být 100% zábava bez starostí."
75007088,Mateřská škola pro 81 dětí s jídelnou.
87194791,"Vyrábíme atypický nábytek,schodiště,dveře,kuchyně,zahradní nábytek,pergoly a pod."
